   517	(':', 'VV')	220
   518	('NNS', 'RBR')	219
   519	('NNS', 'NP')	218
   520	(':', 'NNS')	215
   521	('WRB', 'MD')	215
   522	('CD', ':')	214
   523	('VVN', 'CC')	214
   524	('NP', 'VBP')	214
   525	(',', 'VVN')	213
   526	('VVN', ',')	211
   527	('VHD', 'VVN')	211
   528	('VV', 'VV')	208
   529	('TO', 'JJ')	208
   530	('RB', ')')	208
   531	('RB', 'NNS')	208
   532	('PP', 'VVN')	207
   533	('VBD', 'CD')	206
   534	('NP', 'VV')	205
   535	('RB', 'VBP')	205
   536	('WRB', 'VBD')	203
   537	('(', 'RB')	201
   538	(':', 'WP')	201
   539	('NNS', 'CD')	200
   540	(':', 'SENT')	200
   541	('POS', 'VVG')	199
   542	('NNS', 'SYM')	199
   543	('RB', u"''")	199
   544	(':', 'CC')	198
   545	('CC', 'MD')	198
   546	('NNS', 'VBZ')	197
   547	('VV', 'JJR')	197
   548	(':', 'WRB')	197
   549	('IN/that', 'NNS')	196
   550	('SYM', 'NP')	196
   551	('CC', 'WP')	196
   552	('NN', 'VB')	195
   553	('VVN', 'PP')	195
   554	('WRB', 'NNS')	194
   555	('VB', 'IN')	194
   556	('NN', 'VHD')	193
   557	('VVN', 'JJ')	192
   558	(')', 'NP')	191
   559	('JJ', 'DT')	191
   560	('IN', 'JJR')	188
   561	('VBZ', 'JJR')	188
   562	(',', '``')	188
   563	('NNS', ')')	187
   564	('CD', 'TO')	187
   565	('JJ', ')')	187
   566	('POS', 'SENT')	186
   567	('DT', u"''")	185
   568	('MD', 'SENT')	184
   569	('RB', 'JJR')	183
   570	('RP', 'RB')	183
   571	('WP', 'NNS')	183
   572	('VHD', 'TO')	182
   573	('TO', 'SENT')	181
   574	('WDT', 'VBP')	181
   575	(')', 'PP')	179
   576	('WRB', 'VBZ')	179
   577	('DT', 'VVZ')	178
   578	('JJS', 'IN')	177
   579	('(', 'CD')	176
   580	('RB', 'RBR')	176
   581	('RBR', 'IN')	175
   582	('CD', 'SYM')	174
   583	('VVP', 'VV')	174
   584	('VHP', 'JJ')	173
   585	('IN', 'PDT')	172
   586	('IN', 'CC')	171
   587	('PP', ':')	171
   588	('NNS', 'IN/that')	170
   589	('NP', 'SYM')	170
   590	('NPS', 'SENT')	169
   591	('CC', 'JJR')	168
   592	('RP', 'TO')	168
   593	('(', 'JJ')	166
   594	('VVD', 'CC')	166
   595	('CC', ',')	166
   596	('(', 'VV')	165
   597	(',', 'VVZ')	165
   598	('VVZ', 'IN/that')	164
   599	('WP', 'DT')	163
   600	('RB', 'WP')	162
   601	('VBZ', 'IN/that')	162
   602	('VB', 'VVG')	162
   603	('WRB', 'NP')	161
   604	('VHP', 'NNS')	160
   605	('IN', ':')	160
   606	('VVP', 'CD')	160
   607	('VBD', 'NP')	159
   608	('VVP', 'WRB')	159
   609	('VHP', 'CD')	159
   610	('VVP', ':')	159
   611	('IN', 'TO')	158
   612	('VVN', 'RP')	157
   613	('IN', 'JJS')	156
   614	('RB', 'MD')	156
   615	(u"''", 'CC')	154
   616	('RP', 'CC')	154
   617	('RBR', ',')	154
   618	('RBR', 'RB')	153
   619	('PP', 'VH')	152
   620	('CD', 'DT')	152
   621	('VVZ', ',')	150
   622	('PP', '(')	150
   623	('VBN', 'VVN')	150
   624	('IN', 'WP')	150
   625	('VBD', 'PP$')	149
   626	('CD', ')')	148
   627	('PP', 'WRB')	148
   628	('CC', 'TO')	148
   629	('VBN', 'VVG')	147
   630	('WRB', 'NN')	146
   631	(')', 'NN')	145
   632	('WDT', 'NNS')	145
   633	('(', 'PP')	145
   634	('(', 'SYM')	145
   635	('VHP', 'SENT')	143
   636	(')', ',')	143
   637	('NP', 'VVG')	143
   638	('VV', 'VVN')	143
   639	('SENT', ')')	142
   640	('VV', 'RBR')	142
   641	('CD', 'PP')	142
   642	('VV', ':')	141
   643	('RB', 'POS')	141
   644	(')', 'CC')	140
   645	('PP$', 'NP')	140
   646	('PDT', 'PP$')	140
   647	('VVZ', 'CD')	140
   648	('SENT', 'NP')	139
   649	('SYM', 'IN')	137
   650	('DT', 'VVN')	137
   651	('WDT', 'MD')	136
   652	('RB', 'PP$')	136
   653	('VH', 'NN')	136
   654	('NN', 'JJR')	135
   655	('IN/that', 'IN')	135
   656	('UH', 'VV')	134
   657	('DT', 'VBD')	134
   658	('VBP', 'PP$')	134
   659	('IN', 'WRB')	134
   660	('SENT', 'SENT')	133
   661	('WDT', 'PP')	133
   662	('WDT', 'VVD')	132
   663	('VBD', 'NN')	130
   664	('VV', 'PDT')	130
   665	('VHG', 'DT')	129
   666	('NP', 'VHD')	128
   667	('VVP', 'WP')	127
   668	('DT', 'MD')	127
   669	('PP$', 'JJS')	126
   670	('RB', 'IN/that')	125
   671	('IN', 'EX')	125
   672	('NN', 'PP$')	125
   673	('JJ', 'IN/that')	125
   674	('DT', 'VBP')	124
